0.000000,6.765562
6.765562,13.531124
13.531124,20.941025
20.941025,26.740079
26.740079,33.827810
33.827810,39.949033
40.593372,46.714595
47.358934,54.124496
54.124496,61.373313
61.373313,67.655620
67.816705,75.065522
75.065522,81.508914
81.508914,88.274476
88.435561,94.556784
95.040038,101.322346
101.805600,109.054417
109.054417,115.497809
116.303233,122.585541
122.585541,129.190018
129.351103,136.277749
136.277749,142.237887
142.237887,148.198025
149.486704,156.735520
156.896605,164.306506
164.306506,169.461220
169.461220,173.810510
174.132680,179.609563
179.609563,185.086447
185.730786,189.596822
