0.013850978,305.41406,0.05
0.027692009,610.6087918,0.1
0.041341855,911.5878919,0.15
0.055058659,1214.043423,0.2
0.06877444,1516.476398,0.25
0.081618961,1799.698085,0.3
0.095575332,2107.436062,0.35
0.109019072,2403.870544,0.4
0.122700882,2705.554437,0.45
0.136234262,3003.965468,0.5
0.150314927,3314.444143,0.55
0.163956141,3615.232911,0.6
0.175704409,3874.282225,0.65
0.186343789,4108.880556,0.7
0.195690858,4314.983423,0.75
0.204001269,4498.227984,0.8
0.212490931,4685.425035,0.85
0.2198635,4847.990168,0.9
0.226570094,4995.87057,0.95
0.237107867,5228.228465,1
0.229966747,5070.766763,1.05
0.222106609,4897.450735,1.1
0.213624278,4710.415334,1.15
0.203151302,4479.4862,1.2
0.192348558,4241.285704,1.25
0.182533075,4024.854306,1.3
0.171427018,3779.965736,1.35
0.160862544,3547.019084,1.4
0.150141347,3310.616704,1.45
0.139717693,3080.775139,1.5
0.128831616,2840.737131,1.55
0.118620761,2615.587787,1.6
0.110633813,2439.475566,1.65
0.104237215,2298.430595,1.7
0.098944813,2181.733118,1.75
0.094718164,2088.535508,1.8
0.090178217,1988.42968,1.85
0.086688943,1911.4912,1.9
0.083762492,1846.962946,1.95
0.077082325,1699.665273,2
0.074249571,1637.203044,2.05
0.072408302,1596.603068,2.1
0.07166792,1580.277632,2.15
0.072420207,1596.865567,2.2
0.073349746,1617.361908,2.25
0.073969706,1631.032013,2.3
0.074485473,1642.40469,2.35
0.075429604,1663.222761,2.4
0.076711128,1691.480372,2.45
0.077937796,1718.528391,2.5
0.079554245,1754.171107,2.55
0.081656114,1800.517304,2.6
0.082893904,1827.810576,2.65
0.083748415,1846.652547,2.7
0.08516192,1877.820341,2.75
0.087049432,1919.439986,2.8
0.089847215,1981.131087,2.85
0.093043006,2051.59828,2.9
0.095877947,2114.108727,2.95
0.097707543,2154.451329,3
0.09928912,2189.325086,3.05
0.100209836,2209.626888,3.1
0.101101177,2229.280948,3.15
0.102615518,2262.67217,3.2
0.104792205,2310.66812,3.25
0.107501849,2370.41577,3.3
0.11075477,2442.142676,3.35
0.113364414,2499.685333,3.4
0.115157817,2539.229871,3.45
0.116552079,2569.973344,3.5
0.117763911,2596.694242,3.55
0.119052416,2625.105764,3.6
0.121274306,2674.098456,3.65
0.123183737,2716.201401,3.7
0.125105498,2758.576233,3.75
0.125809609,2774.101885,3.8
0.125681679,2771.28102,3.85
0.125370899,2764.428316,3.9
0.126164849,2781.93492,3.95
0.127914391,2820.512322,4
0.131205935,2893.090858,4.05
0.135262638,2982.541159,4.1
0.139462392,3075.145746,4.15
0.142639597,3145.20312,4.2
0.14503993,3198.130463,4.25
0.146219638,3224.143016,4.3
0.146837584,3237.768727,4.35
0.148212992,3268.096463,4.4
0.150304995,3314.225129,4.45
0.153308344,3380.448976,4.5
0.154819524,3413.770502,4.55
0.155523219,3429.286975,4.6
0.156259872,3445.530184,4.65
0.157213904,3466.566574,4.7
0.158076497,3485.586768,4.75
0.161066019,3551.505721,4.8
0.164282892,3622.437758,4.85
0.167295832,3688.873096,4.9
0.169132266,3729.36647,4.95
0.171000604,3770.563318,5
0.174050853,3837.821304,5.05
0.175876271,3878.071778,5.1
0.175766541,3875.652218,5.15
0.174314411,3843.632754,5.2
0.175442563,3868.508523,5.25
0.178568307,3937.431165,5.3
0.181211779,3995.719725,5.35
0.182886346,4032.643925,5.4
0.182000311,4013.10686,5.45
0.179963859,3968.203091,5.5
0.178777162,3942.036429,5.55
0.178772484,3941.933263,5.6
0.179797118,3964.526452,5.65
0.181483912,4001.720266,5.7
0.183003152,4035.219502,5.75
0.183793395,4052.644364,5.8
0.184096979,4059.338378,5.85
0.183762233,4051.957229,5.9
0.185264906,4085.091173,5.95
0.186962528,4122.523736,6
0.186704448,4116.83307,6.05
0.183499418,4046.162167,6.1
0.182858451,4032.028853,6.15
0.189474952,4177.9227,6.2
0.19447916,4288.265485,6.25
0.192545925,4245.637646,6.3
0.185699606,4094.676315,6.35
0.17821247,3929.584959,6.4
0.172457501,3802.687906,6.45
0.167200494,3686.770893,6.5
0.162417476,3581.305339,6.55
0.156375969,3448.090114,6.6
0.148625362,3277.189221,6.65
0.140095276,3089.100829,6.7
0.131401429,2897.401498,6.75
0.122058443,2691.388657,6.8
0.113123848,2494.380853,6.85
0.105096409,2317.375821,6.9
0.096119564,2119.436394,6.95
0.08693237,1916.858752,7
0.077202002,1702.304152,7.05
0.072300737,1594.231244,7.1
0.069480608,1532.047414,7.15
0.057660748,1271.41949,7.2
0.045170025,995.9990468,7.25
0.038612929,851.4150849,7.3
